rank,mark,wind,competitor,nationality,position,venue,date,result_score,discipline,type,sex,age_cat,normalized_discipline,track_field,mark_numeric,venue_country,season
94,7:14.65,,Michigan,INT,3,"Franklin Field, Philadelphia, PA (USA)",2025-04-26,1155.0,4x800-metres-relay,relays,male,senior,4x800-metres-relay,track,434.65,USA,2025
97,7:14.72,,Abilene Christian,INT,1,"Philadelphia, PA (USA)",1995-04-29,1155.0,4x800-metres-relay,relays,male,senior,4x800-metres-relay,track,434.72,USA,1995
98,7:14.78,,Reebok Enclave,USA,2,"Boston, MA (USA) (i)",2000-02-06,1241.0,4x800-metres-relay,relays,male,senior,4x800-metres-relay,track,434.78,USA,2000
99,7:14.86,,Arkansas,INT,2,"Philadelphia, PA (USA)",1987-04-25,1154.0,4x800-metres-relay,relays,male,senior,4x800-metres-relay,track,434.86,USA,1987
100,7:14.89,,Nebraska,INT,1,"Des Moines, IA (USA)",1985-04-26,1153.0,4x800-metres-relay,relays,male,senior,4x800-metres-relay,track,434.89,USA,1985
101,7:14.9h,,Great Britain & NI,GBR,2,London (GBR),1970-09-05,1153.0,4x800-metres-relay,relays,male,senior,4x800-metres-relay,track,434.9,GBR,1970
101,7:14.9h,,Kenya,KEN,4,Sheffield (GBR),1992-06-05,1153.0,4x800-metres-relay,relays,male,senior,4x800-metres-relay,track,434.9,GBR,1992
1,1:49.23,,Jamaica U18,JAM,1,Donetsk (UKR),2013-07-14,,medley-relay,relays,male,u18,medley-relay,track,109.23,UKR,2013
2,1:49.47,,United States U18,USA,1,Lille (FRA),2011-07-10,,medley-relay,relays,male,u18,medley-relay,track,109.47,FRA,2011
3,1:50.14,,United States U18,USA,2,Donetsk (UKR),2013-07-14,,medley-relay,relays,male,u18,medley-relay,track,110.14,UKR,2013
4,1:50.33,,United States U18,USA,1,"Bressanone, Trentino-Alto Adige (ITA)",2009-07-12,,medley-relay,relays,male,u18,medley-relay,track,110.33,ITA,2009
5,1:50.46,,Poland U18,POL,1f1,Debrecen (HUN),2001-07-15,,medley-relay,relays,male,u18,medley-relay,track,110.46,HUN,2001
6,1:50.52,,Japan U18,JPN,3,Donetsk (UKR),2013-07-14,,medley-relay,relays,male,u18,medley-relay,track,110.52,UKR,2013
7,1:50.69,,Japan U18,JPN,2,Lille (FRA),2011-07-10,,medley-relay,relays,male,u18,medley-relay,track,110.69,FRA,2011
8,1:50.90,,United States U18,USA,2f1,Debrecen (HUN),2001-07-15,,medley-relay,relays,male,u18,medley-relay,track,110.9,HUN,2001
9,1:51.19,,United States U18,USA,1f1,"Sidi Youssef Ben Ali, Marrakech (MAR)",2005-07-17,,medley-relay,relays,male,u18,medley-relay,track,111.19,MAR,2005
10,1:51.29,,United States U18,USA,1f1,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",1999-07-18,,medley-relay,relays,male,u18,medley-relay,track,111.29,POL,1999
11,1:51.34,,United States U18,USA,1f1,Ostrava (CZE),2007-07-15,,medley-relay,relays,male,u18,medley-relay,track,111.34,CZE,2007
12,1:51.35,,South Africa U18,RSA,3f1,Debrecen (HUN),2001-07-15,,medley-relay,relays,male,u18,medley-relay,track,111.35,HUN,2001
13,1:51.42,,Japan U18,JPN,2f1,Ostrava (CZE),2007-07-15,,medley-relay,relays,male,u18,medley-relay,track,111.42,CZE,2007
14,1:51.53,,United States U18,USA,1h1,Lille (FRA),2011-07-09,,medley-relay,relays,male,u18,medley-relay,track,111.53,FRA,2011
15,1:51.68,,United States U18,USA,1h1,"Sidi Youssef Ben Ali, Marrakech (MAR)",2005-07-16,,medley-relay,relays,male,u18,medley-relay,track,111.68,MAR,2005
16,1:51.81,,France U18,FRA,3,Lille (FRA),2011-07-10,,medley-relay,relays,male,u18,medley-relay,track,111.81,FRA,2011
17,1:51.94,,United States U18,USA,1h2,Ostrava (CZE),2007-07-14,,medley-relay,relays,male,u18,medley-relay,track,111.94,CZE,2007
18,1:52.03,,United States U18,USA,1f1,Sherbrooke (CAN),2003-07-13,,medley-relay,relays,male,u18,medley-relay,track,112.03,CAN,2003
19,1:52.11,,Europe U18,INT,2,Singapore (SGP),2010-08-23,,medley-relay,relays,male,u18,medley-relay,track,112.11,SGP,2010
20,1:52.18,,Jamaica U18,JAM,3f1,Ostrava (CZE),2007-07-15,,medley-relay,relays,male,u18,medley-relay,track,112.18,CZE,2007
20,1:52.18,,Japan U18,JPN,1h1,Donetsk (UKR),2013-07-13,,medley-relay,relays,male,u18,medley-relay,track,112.18,UKR,2013
22,1:52.19,,United States U18,USA,1h3,Donetsk (UKR),2013-07-13,,medley-relay,relays,male,u18,medley-relay,track,112.19,UKR,2013
23,1:52.27,,Japan U18,JPN,2h2,Ostrava (CZE),2007-07-14,,medley-relay,relays,male,u18,medley-relay,track,112.27,CZE,2007
24,1:52.36,,Saudi Arabia U18,KSA,3,"Prince Nayef Sports City, Qatif (KSA)",2025-04-18,,medley-relay,relays,male,u18,medley-relay,track,112.36,KSA,2025
24,1:52.36,,Jamaica U18,JAM,4f1,Debrecen (HUN),2001-07-15,,medley-relay,relays,male,u18,medley-relay,track,112.36,HUN,2001
26,1:52.42,,Poland U18,POL,4,Lille (FRA),2011-07-10,,medley-relay,relays,male,u18,medley-relay,track,112.42,FRA,2011
27,1:52.43,,Jamaica U18,JAM,3h2,Ostrava (CZE),2007-07-14,,medley-relay,relays,male,u18,medley-relay,track,112.43,CZE,2007
28,1:52.45,,Japan U18,JPN,1h2,Lille (FRA),2011-07-09,,medley-relay,relays,male,u18,medley-relay,track,112.45,FRA,2011
29,1:52.47,,Qatar U18,QAT,2h1,Donetsk (UKR),2013-07-13,,medley-relay,relays,male,u18,medley-relay,track,112.47,UKR,2013
30,1:52.49,,South Africa U18,RSA,2f1,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",1999-07-18,,medley-relay,relays,male,u18,medley-relay,track,112.49,POL,1999
31,1:52.51,,Trinidad and Tobago U18,TTO,2f1,"Sidi Youssef Ben Ali, Marrakech (MAR)",2005-07-17,,medley-relay,relays,male,u18,medley-relay,track,112.51,MAR,2005
31,1:52.51,,Bahamas U18,BAH,5,Lille (FRA),2011-07-10,,medley-relay,relays,male,u18,medley-relay,track,112.51,FRA,2011
33,1:52.55,,Qatar U18,QAT,4,Donetsk (UKR),2013-07-14,,medley-relay,relays,male,u18,medley-relay,track,112.55,UKR,2013
34,1:52.59,,Thailand U18,THA,1,Tashkent (UZB),2023-04-30,,medley-relay,relays,male,u18,medley-relay,track,112.59,UZB,2023
35,1:52.60,,Japan U18,JPN,5f1,Debrecen (HUN),2001-07-15,,medley-relay,relays,male,u18,medley-relay,track,112.6,HUN,2001
36,1:52.66,,Bahamas U18,BAH,2h2,Lille (FRA),2011-07-09,,medley-relay,relays,male,u18,medley-relay,track,112.66,FRA,2011
36,1:52.66,,Brazil U18,BRA,2,"Bressanone, Trentino-Alto Adige (ITA)",2009-07-12,,medley-relay,relays,male,u18,medley-relay,track,112.66,ITA,2009
38,1:52.68,,France U18,FRA,1,"Atletski stadion Poljane, Maribor (SLO)",2023-07-29,,medley-relay,relays,male,u18,medley-relay,track,112.68,SLO,2023
39,1:52.69,,Italy U18,ITA,1f1,"Givat Ram Stadium, Jerusalem (ISR)",2022-07-07,,medley-relay,relays,male,u18,medley-relay,track,112.69,ISR,2022
40,1:52.70,,United States U18,USA,1h2,Debrecen (HUN),2001-07-14,,medley-relay,relays,male,u18,medley-relay,track,112.7,HUN,2001
41,1:52.71,,Oceania U18,INT,3,Singapore (SGP),2010-08-23,,medley-relay,relays,male,u18,medley-relay,track,112.71,SGP,2010
42,1:52.77,,Trinidad and Tobago U18,TTO,6,Lille (FRA),2011-07-10,,medley-relay,relays,male,u18,medley-relay,track,112.77,FRA,2011
43,1:52.78,,Jamaica U18,JAM,1h4,Donetsk (UKR),2013-07-13,,medley-relay,relays,male,u18,medley-relay,track,112.78,UKR,2013
43,1:52.78,,Italy U18,ITA,1,"New District Stadium, Tbilisi (GEO)",2016-07-17,,medley-relay,relays,male,u18,medley-relay,track,112.78,GEO,2016
45,1:52.79,,Sweden U18,SWE,1,Thessaloniki (GRE),2006-06-30,,medley-relay,relays,male,u18,medley-relay,track,112.79,GRE,2006
46,1:52.82,,Japan U18,JPN,3,"Bressanone, Trentino-Alto Adige (ITA)",2009-07-12,,medley-relay,relays,male,u18,medley-relay,track,112.82,ITA,2009
47,1:52.90,,Nigeria U18,NGR,1h2,Donetsk (UKR),2013-07-13,,medley-relay,relays,male,u18,medley-relay,track,112.9,UKR,2013
48,1:52.95,,Trinidad and Tobago U18,TTO,1h2,"Sidi Youssef Ben Ali, Marrakech (MAR)",2005-07-16,,medley-relay,relays,male,u18,medley-relay,track,112.95,MAR,2005
49,1:52.96,,India U18,IND,2,Tashkent (UZB),2023-04-30,,medley-relay,relays,male,u18,medley-relay,track,112.96,UZB,2023
50,1:52.97,,Bahamas U18,BAH,5,Donetsk (UKR),2013-07-14,,medley-relay,relays,male,u18,medley-relay,track,112.97,UKR,2013
51,1:53.01,,Italy U18,ITA,1,"Olimpiai Sportpark, Győr (HUN)",2018-07-08,,medley-relay,relays,male,u18,medley-relay,track,113.01,HUN,2018
51,1:53.01,,France U18,FRA,1h3,Lille (FRA),2011-07-09,,medley-relay,relays,male,u18,medley-relay,track,113.01,FRA,2011
53,1:53.02,,Bahamas U18,BAH,1h3,Ostrava (CZE),2007-07-14,,medley-relay,relays,male,u18,medley-relay,track,113.02,CZE,2007
54,1:53.05,,Poland U18,POL,2h3,Lille (FRA),2011-07-09,,medley-relay,relays,male,u18,medley-relay,track,113.05,FRA,2011
55,1:53.08,,Poland U18,POL,2f1,Sherbrooke (CAN),2003-07-13,,medley-relay,relays,male,u18,medley-relay,track,113.08,CAN,2003
56,1:53.11,,Japan U18,JPN,3f1,Sherbrooke (CAN),2003-07-13,,medley-relay,relays,male,u18,medley-relay,track,113.11,CAN,2003
57,1:53.16,,Poland U18,POL,1h4,Debrecen (HUN),2001-07-14,,medley-relay,relays,male,u18,medley-relay,track,113.16,HUN,2001
58,1:53.23,,South Africa U18,RSA,3f1,"Sidi Youssef Ben Ali, Marrakech (MAR)",2005-07-17,,medley-relay,relays,male,u18,medley-relay,track,113.23,MAR,2005
59,1:53.28,,Sudan U18,SUD,2h1,"Sidi Youssef Ben Ali, Marrakech (MAR)",2005-07-16,,medley-relay,relays,male,u18,medley-relay,track,113.28,MAR,2005
60,1:53.32,,Trinidad and Tobago U18,TTO,1h4,Lille (FRA),2011-07-09,,medley-relay,relays,male,u18,medley-relay,track,113.32,FRA,2011
61,1:53.36,,Poland U18,POL,6,Donetsk (UKR),2013-07-14,,medley-relay,relays,male,u18,medley-relay,track,113.36,UKR,2013
61,1:53.36,,Norway U18,NOR,2f1,"Givat Ram Stadium, Jerusalem (ISR)",2022-07-07,,medley-relay,relays,male,u18,medley-relay,track,113.36,ISR,2022
63,1:53.38,,Bahamas U18,BAH,2h2,Donetsk (UKR),2013-07-13,,medley-relay,relays,male,u18,medley-relay,track,113.38,UKR,2013
64,1:53.39,,Poland U18,POL,1,Baku (AZE),2019-07-27,,medley-relay,relays,male,u18,medley-relay,track,113.39,AZE,2019
64,1:53.39,,Bahamas U18,BAH,4f1,Ostrava (CZE),2007-07-15,,medley-relay,relays,male,u18,medley-relay,track,113.39,CZE,2007
66,1:53.40,,PR of China U18,CHN,3,Tashkent (UZB),2023-04-30,,medley-relay,relays,male,u18,medley-relay,track,113.4,UZB,2023
67,1:53.43,,Puerto Rico U18,PUR,1h3,"Sidi Youssef Ben Ali, Marrakech (MAR)",2005-07-16,,medley-relay,relays,male,u18,medley-relay,track,113.43,MAR,2005
68,1:53.45,,Africa U18,INT,4,Singapore (SGP),2010-08-23,,medley-relay,relays,male,u18,medley-relay,track,113.45,SGP,2010
69,1:53.51,,New Zealand U18,NZL,4,"Bressanone, Trentino-Alto Adige (ITA)",2009-07-12,,medley-relay,relays,male,u18,medley-relay,track,113.51,ITA,2009
69,1:53.51,,Canada U18,CAN,5,"Bressanone, Trentino-Alto Adige (ITA)",2009-07-12,,medley-relay,relays,male,u18,medley-relay,track,113.51,ITA,2009
69,1:53.51,,Trinidad and Tobago U18,TTO,5,"Bressanone, Trentino-Alto Adige (ITA)",2009-07-12,,medley-relay,relays,male,u18,medley-relay,track,113.51,ITA,2009
72,1:53.55,,France U18,FRA,1h1,"Atletski stadion Poljane, Maribor (SLO)",2023-07-28,,medley-relay,relays,male,u18,medley-relay,track,113.55,SLO,2023
73,1:53.56,,Brazil U18,BRA,5f1,Ostrava (CZE),2007-07-15,,medley-relay,relays,male,u18,medley-relay,track,113.56,CZE,2007
73,1:53.56,,Switzerland U18,SUI,2,"Atletski stadion Poljane, Maribor (SLO)",2023-07-29,,medley-relay,relays,male,u18,medley-relay,track,113.56,SLO,2023
75,1:53.57,,Hungary U18,HUN,1,Trnava (SVK),2019-07-13,,medley-relay,relays,male,u18,medley-relay,track,113.57,SVK,2019
76,1:53.58,,Japan U18,JPN,1h1,"Bressanone, Trentino-Alto Adige (ITA)",2009-07-11,,medley-relay,relays,male,u18,medley-relay,track,113.58,ITA,2009
77,1:53.59,,Brazil U18,BRA,7,Lille (FRA),2011-07-10,,medley-relay,relays,male,u18,medley-relay,track,113.59,FRA,2011
78,1:53.61,,Nigeria U18,NGR,7,Donetsk (UKR),2013-07-14,,medley-relay,relays,male,u18,medley-relay,track,113.61,UKR,2013
79,1:53.62,,Spain U18,ESP,2,"New District Stadium, Tbilisi (GEO)",2016-07-17,,medley-relay,relays,male,u18,medley-relay,track,113.62,GEO,2016
80,1:53.66,,Jamaica U18,JAM,2h4,Lille (FRA),2011-07-09,,medley-relay,relays,male,u18,medley-relay,track,113.66,FRA,2011
81,1:53.69,,South Africa U18,RSA,1h1,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",1999-07-17,,medley-relay,relays,male,u18,medley-relay,track,113.69,POL,1999
82,1:53.70,,Poland U18,POL,1,"Štadión SNP, Banská Bystrica (SVK)",2022-07-30,,medley-relay,relays,male,u18,medley-relay,track,113.7,SVK,2022
83,1:53.71,,South Africa U18,RSA,1h1,Debrecen (HUN),2001-07-14,,medley-relay,relays,male,u18,medley-relay,track,113.71,HUN,2001
83,1:53.71,,Sudan U18,SUD,4f1,"Sidi Youssef Ben Ali, Marrakech (MAR)",2005-07-17,,medley-relay,relays,male,u18,medley-relay,track,113.71,MAR,2005
85,1:53.72,,Italy U18,ITA,3,"Atletski stadion Poljane, Maribor (SLO)",2023-07-29,,medley-relay,relays,male,u18,medley-relay,track,113.72,SLO,2023
86,1:53.75,,Great Britain & NI U18,GBR,3f1,"Givat Ram Stadium, Jerusalem (ISR)",2022-07-07,,medley-relay,relays,male,u18,medley-relay,track,113.75,ISR,2022
87,1:53.80,,Poland U18,POL,3,"New District Stadium, Tbilisi (GEO)",2016-07-17,,medley-relay,relays,male,u18,medley-relay,track,113.8,GEO,2016
88,1:53.83,,Saudi Arabia U18,KSA,1h4,Ostrava (CZE),2007-07-14,,medley-relay,relays,male,u18,medley-relay,track,113.83,CZE,2007
89,1:53.84,,Turkey U18,TUR,2,"Olimpiai Sportpark, Győr (HUN)",2018-07-08,,medley-relay,relays,male,u18,medley-relay,track,113.84,HUN,2018
90,1:53.89,,Jamaica U18,JAM,1h3,"Bressanone, Trentino-Alto Adige (ITA)",2009-07-11,,medley-relay,relays,male,u18,medley-relay,track,113.89,ITA,2009
90,1:53.89,,Brazil U18,BRA,2h3,Ostrava (CZE),2007-07-14,,medley-relay,relays,male,u18,medley-relay,track,113.89,CZE,2007
92,1:53.91,,South Africa U18,RSA,2h4,Ostrava (CZE),2007-07-14,,medley-relay,relays,male,u18,medley-relay,track,113.91,CZE,2007
92,1:53.91,,Italy U18,ITA,1h1,Banská Bystrica (SVK),2024-07-20,,medley-relay,relays,male,u18,medley-relay,track,113.91,SVK,2024
94,1:53.97,,New Zealand U18,NZL,2h1,"Bressanone, Trentino-Alto Adige (ITA)",2009-07-11,,medley-relay,relays,male,u18,medley-relay,track,113.97,ITA,2009
94,1:53.97,,Poland U18,POL,3,"Olimpiai Sportpark, Győr (HUN)",2018-07-08,,medley-relay,relays,male,u18,medley-relay,track,113.97,HUN,2018
96,1:53.99,,Japan U18,JPN,2h1,Debrecen (HUN),2001-07-14,,medley-relay,relays,male,u18,medley-relay,track,113.99,HUN,2001
97,1:54.01,,Hungary U18,HUN,3h1,Donetsk (UKR),2013-07-13,,medley-relay,relays,male,u18,medley-relay,track,114.01,UKR,2013
98,1:54.02,,Chinese Taipei U18,TPE,3h1,"Sidi Youssef Ben Ali, Marrakech (MAR)",2005-07-16,,medley-relay,relays,male,u18,medley-relay,track,114.02,MAR,2005
99,1:54.03,,Sweden,SWE,2,Baku (AZE),2019-07-27,,medley-relay,relays,male,u18,medley-relay,track,114.03,AZE,2019
100,1:54.09,,Trinidad and Tobago U18,TTO,1h2,"Bressanone, Trentino-Alto Adige (ITA)",2009-07-11,,medley-relay,relays,male,u18,medley-relay,track,114.09,ITA,2009
101,1:54.10,,Japan U18,JPN,3f1,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",1999-07-18,,medley-relay,relays,male,u18,medley-relay,track,114.1,POL,1999
101,1:54.10,,Venezuela U18,VEN,2h4,Debrecen (HUN),2001-07-14,,medley-relay,relays,male,u18,medley-relay,track,114.1,HUN,2001
103,1:54.12,,Great Britain & NI U18,GBR,1h2,Banská Bystrica (SVK),2024-07-20,,medley-relay,relays,male,u18,medley-relay,track,114.12,SVK,2024
104,1:54.14,,Asia U18,INT,5,Singapore (SGP),2010-08-23,,medley-relay,relays,male,u18,medley-relay,track,114.14,SGP,2010
105,1:54.18,,Ukraine U18,UKR,4,"New District Stadium, Tbilisi (GEO)",2016-07-17,,medley-relay,relays,male,u18,medley-relay,track,114.18,GEO,2016
106,1:54.19,,Denmark U18,DEN,1h2,"Givat Ram Stadium, Jerusalem (ISR)",2022-07-06,,medley-relay,relays,male,u18,medley-relay,track,114.19,ISR,2022
107,1:54.20,,Chinese Taipei U18,TPE,4,Tashkent (UZB),2023-04-30,,medley-relay,relays,male,u18,medley-relay,track,114.2,UZB,2023
108,1:54.23,,Brazil U18,BRA,1h4,"Bressanone, Trentino-Alto Adige (ITA)",2009-07-11,,medley-relay,relays,male,u18,medley-relay,track,114.23,ITA,2009
109,1:54.26,,Czech Republic U18,CZE,4f1,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",1999-07-18,,medley-relay,relays,male,u18,medley-relay,track,114.26,POL,1999
109,1:54.26,,Puerto Rico U18,PUR,5f1,"Sidi Youssef Ben Ali, Marrakech (MAR)",2005-07-17,,medley-relay,relays,male,u18,medley-relay,track,114.26,MAR,2005
111,1:54.29,,Poland U18,POL,4h1,Donetsk (UKR),2013-07-13,,medley-relay,relays,male,u18,medley-relay,track,114.29,UKR,2013
112,1:54.32,,Bahrain U18,BRN,2h3,Donetsk (UKR),2013-07-13,,medley-relay,relays,male,u18,medley-relay,track,114.32,UKR,2013
113,1:54.35,,Hungary U18,HUN,5f1,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",1999-07-18,,medley-relay,relays,male,u18,medley-relay,track,114.35,POL,1999
113,1:54.35,,Spain U18,ESP,2h1,Banská Bystrica (SVK),2024-07-20,,medley-relay,relays,male,u18,medley-relay,track,114.35,SVK,2024
115,1:54.38,,Hungary U18,HUN,8,Donetsk (UKR),2013-07-14,,medley-relay,relays,male,u18,medley-relay,track,114.38,UKR,2013
116,1:54.40,,Italy U18,ITA,1h3,"Atletski stadion Poljane, Maribor (SLO)",2023-07-28,,medley-relay,relays,male,u18,medley-relay,track,114.4,SLO,2023
117,1:54.41,,Germany U18,GER,2h2,Banská Bystrica (SVK),2024-07-20,,medley-relay,relays,male,u18,medley-relay,track,114.41,SVK,2024
117,1:54.41,,South Africa U18,RSA,2h3,"Sidi Youssef Ben Ali, Marrakech (MAR)",2005-07-16,,medley-relay,relays,male,u18,medley-relay,track,114.41,MAR,2005
119,1:54.45,,Poland U18,POL,1h1,Sherbrooke (CAN),2003-07-12,,medley-relay,relays,male,u18,medley-relay,track,114.45,CAN,2003
119,1:54.45,,Poland U18,POL,3h3,Ostrava (CZE),2007-07-14,,medley-relay,relays,male,u18,medley-relay,track,114.45,CZE,2007
121,1:54.47,,Jamaica U18,JAM,3h3,"Sidi Youssef Ben Ali, Marrakech (MAR)",2005-07-16,,medley-relay,relays,male,u18,medley-relay,track,114.47,MAR,2005
121,1:54.47,,Romania U18,ROU,2h1,"Atletski stadion Poljane, Maribor (SLO)",2023-07-28,,medley-relay,relays,male,u18,medley-relay,track,114.47,SLO,2023
123,1:54.49,,Australia U18,AUS,3h1,"Bressanone, Trentino-Alto Adige (ITA)",2009-07-11,,medley-relay,relays,male,u18,medley-relay,track,114.49,ITA,2009
123,1:54.49,,Portugal U18,POR,3h1,"Atletski stadion Poljane, Maribor (SLO)",2023-07-28,,medley-relay,relays,male,u18,medley-relay,track,114.49,SLO,2023
123,1:54.49,,Slovenia U18,SLO,2h3,"Atletski stadion Poljane, Maribor (SLO)",2023-07-28,,medley-relay,relays,male,u18,medley-relay,track,114.49,SLO,2023
126,1:54.52,,Japan U18,JPN,4h3,"Sidi Youssef Ben Ali, Marrakech (MAR)",2005-07-16,,medley-relay,relays,male,u18,medley-relay,track,114.52,MAR,2005
127,1:54.55,,United States U18,USA,1h3,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",1999-07-17,,medley-relay,relays,male,u18,medley-relay,track,114.55,POL,1999
128,1:54.56,,Greece U18,GRE,3h1,Debrecen (HUN),2001-07-14,,medley-relay,relays,male,u18,medley-relay,track,114.56,HUN,2001
128,1:54.56,,Spain U18,ESP,6f1,Debrecen (HUN),2001-07-15,,medley-relay,relays,male,u18,medley-relay,track,114.56,HUN,2001
130,1:54.59,,Chinese Taipei U18,TPE,6f1,"Sidi Youssef Ben Ali, Marrakech (MAR)",2005-07-17,,medley-relay,relays,male,u18,medley-relay,track,114.59,MAR,2005
131,1:54.60,,Russia U18,RUS,1h4,"Sidi Youssef Ben Ali, Marrakech (MAR)",2005-07-16,,medley-relay,relays,male,u18,medley-relay,track,114.6,MAR,2005
131,1:54.60,,Greece U18,GRE,7f1,Debrecen (HUN),2001-07-15,,medley-relay,relays,male,u18,medley-relay,track,114.6,HUN,2001
133,1:54.61,,Spain U18,ESP,6f1,Ostrava (CZE),2007-07-15,,medley-relay,relays,male,u18,medley-relay,track,114.61,CZE,2007
134,1:54.64,,Puerto Rico U18,PUR,3h3,Donetsk (UKR),2013-07-13,,medley-relay,relays,male,u18,medley-relay,track,114.64,UKR,2013
135,1:54.68,,Brazil U18,BRA,2h1,Lille (FRA),2011-07-09,,medley-relay,relays,male,u18,medley-relay,track,114.68,FRA,2011
135,1:54.68,,Spain U18,ESP,3,Baku (AZE),2019-07-27,,medley-relay,relays,male,u18,medley-relay,track,114.68,AZE,2019
135,1:54.68,,Sri Lanka U18,SRI,1h2,"Prince Nayef Sports City, Qatif (KSA)",2025-04-17,,medley-relay,relays,male,u18,medley-relay,track,114.68,KSA,2025
138,1:54.71,,Czech Republic U18,CZE,1,Miskolc (HUN),2017-06-16,,medley-relay,relays,male,u18,medley-relay,track,114.71,HUN,2017
139,1:54.75,,United States U18,USA,2h1,Sherbrooke (CAN),2003-07-12,,medley-relay,relays,male,u18,medley-relay,track,114.75,CAN,2003
139,1:54.75,,Ukraine U18,UKR,1h3,Banská Bystrica (SVK),2024-07-20,,medley-relay,relays,male,u18,medley-relay,track,114.75,SVK,2024
141,1:54.77,,Romania U18,ROU,4,"Atletski stadion Poljane, Maribor (SLO)",2023-07-29,,medley-relay,relays,male,u18,medley-relay,track,114.77,SLO,2023
142,1:54.79,,Ukraine U18,UKR,1h1,"New District Stadium, Tbilisi (GEO)",2016-07-16,,medley-relay,relays,male,u18,medley-relay,track,114.79,GEO,2016
143,1:54.81,,Italy U18,ITA,4,Baku (AZE),2019-07-27,,medley-relay,relays,male,u18,medley-relay,track,114.81,AZE,2019
144,1:54.82,,United States U18,USA,2h4,"Bressanone, Trentino-Alto Adige (ITA)",2009-07-11,,medley-relay,relays,male,u18,medley-relay,track,114.82,ITA,2009
145,1:54.85,,Nigeria U18,NGR,3h4,Lille (FRA),2011-07-09,,medley-relay,relays,male,u18,medley-relay,track,114.85,FRA,2011
146,1:54.88,,Germany U18,GER,3h3,"Atletski stadion Poljane, Maribor (SLO)",2023-07-28,,medley-relay,relays,male,u18,medley-relay,track,114.88,SLO,2023
147,1:54.90,,Canada U18,CAN,3h4,"Bressanone, Trentino-Alto Adige (ITA)",2009-07-11,,medley-relay,relays,male,u18,medley-relay,track,114.9,ITA,2009
148,1:54.92,,Spain U18,ESP,2h2,Debrecen (HUN),2001-07-14,,medley-relay,relays,male,u18,medley-relay,track,114.92,HUN,2001
148,1:54.92,,Saudi Arabia U18,KSA,3h2,Lille (FRA),2011-07-09,,medley-relay,relays,male,u18,medley-relay,track,114.92,FRA,2011
150,1:54.93,,Japan U18,JPN,3h1,Sherbrooke (CAN),2003-07-12,,medley-relay,relays,male,u18,medley-relay,track,114.93,CAN,2003
150,1:54.93,,Croatia U18,CRO,2h3,Banská Bystrica (SVK),2024-07-20,,medley-relay,relays,male,u18,medley-relay,track,114.93,SVK,2024
152,1:54.98,,Hungary U18,HUN,1h2,"Atletski stadion Poljane, Maribor (SLO)",2023-07-28,,medley-relay,relays,male,u18,medley-relay,track,114.98,SLO,2023
153,1:54.99,,Poland U18,POL,4h1,"Atletski stadion Poljane, Maribor (SLO)",2023-07-28,,medley-relay,relays,male,u18,medley-relay,track,114.99,SLO,2023
154,1:55.00,,Poland U18,POL,1h2,"Olimpiai Sportpark, Győr (HUN)",2018-07-07,,medley-relay,relays,male,u18,medley-relay,track,115.0,HUN,2018
154,1:55.00,,Hungary U18,HUN,1,"Bregyó Athletic Center, Székesfehérvár (HUN)",2022-06-29,,medley-relay,relays,male,u18,medley-relay,track,115.0,HUN,2022
154,1:55.00,,India U18,IND,1h1,"Prince Nayef Sports City, Qatif (KSA)",2025-04-17,,medley-relay,relays,male,u18,medley-relay,track,115.0,KSA,2025
157,1:55.05,,Switzerland U18,SUI,4f1,"Givat Ram Stadium, Jerusalem (ISR)",2022-07-07,,medley-relay,relays,male,u18,medley-relay,track,115.05,ISR,2022
157,1:55.05,,Slovenia U18,SLO,2,Miskolc (HUN),2017-06-16,,medley-relay,relays,male,u18,medley-relay,track,115.05,HUN,2017
159,1:55.10,,Kenya U18,KEN,2h4,"Sidi Youssef Ben Ali, Marrakech (MAR)",2005-07-16,,medley-relay,relays,male,u18,medley-relay,track,115.1,MAR,2005
159,1:55.10,,Norway U18,NOR,4h3,"Atletski stadion Poljane, Maribor (SLO)",2023-07-28,,medley-relay,relays,male,u18,medley-relay,track,115.1,SLO,2023
161,1:55.17,,Slovenia U18,SLO,1,Brno (CZE),2016-06-11,,medley-relay,relays,male,u18,medley-relay,track,115.17,CZE,2016
162,1:55.18,,Switzerland U18,SUI,2h2,"Atletski stadion Poljane, Maribor (SLO)",2023-07-28,,medley-relay,relays,male,u18,medley-relay,track,115.18,SLO,2023
163,1:55.19,,Iraq U18,IRQ,3h3,Lille (FRA),2011-07-09,,medley-relay,relays,male,u18,medley-relay,track,115.19,FRA,2011
164,1:55.20,,India U18,IND,1,Al-Kuwait (KUW),2022-10-16,,medley-relay,relays,male,u18,medley-relay,track,115.2,KUW,2022
165,1:55.24,,Hungary U18,HUN,3h1,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",1999-07-17,,medley-relay,relays,male,u18,medley-relay,track,115.24,POL,1999
